response
Die Antwort lautet 48.<
Die Antwort lautet 2017.<
Die Antwort lautet 30.<
Die Antwort lautet 24000000.<
Die Antwort lautet 20.<
Die Antwort lautet 48.<
Die Antwort lautet 100.<
Die Antwort lautet 160000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
Die Antwort lautet 10500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
"Die Antwort lautet

1.<"
Die Antwort lautet 180.<
Die Antwort lautet 471.<
"Die Antwort lautet

2006.<"
Die Antwort lautet 10.<
Die Antwort lautet 35.<
Die Antwort lautet 6493.<
Die Antwort lautet 23000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
"Die Antwort lautet

60000.<"
Die Antwort lautet 108.<
Die Antwort lautet 8.<
Die Antwort lautet 950000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
Die Antwort lautet 4.<
Die Antwort lautet 14.<
Die Antwort lautet 40.<
Die Antwort lautet 30.<
Die Antwort lautet 3.<
Die Antwort lautet 3.<
"Die Antwort lautet

1.<"
Die Antwort lautet 45.<
Die Antwort lautet 10.<
Die Antwort lautet 48.<
Die Antwort lautet 80.<
Die Antwort lautet 6.<
Die Antwort lautet 85.<
Die Antwort lautet 16.<
"Die Antwort lautet

650.<"
"Die Antwort lautet

5.<"
Die Antwort lautet 4.<
"Die Antwort lautet

1.<"
Die Antwort lautet 4.<
"Die Antwort lautet

1.<"
Die Antwort lautet 2000.<
Die Antwort lautet 24.<
"Die Antwort lautet

25000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
Die Antwort lautet 100.<
"Die Antwort lautet

1.<"
Die Antwort lautet 10.<
"Die Antwort lautet

1.<"
Die Antwort lautet 12.<
Die Antwort lautet 6.<
Die Antwort lautet 14400.<
"Die Antwort lautet

2.<"
Die Antwort lautet 90.<
"Die Antwort lautet 

1.<"
Die Antwort lautet 25.<
Die Antwort lautet 15.<
Die Antwort lautet 5.<
Die Antwort lautet 240.<
Die Antwort lautet 38.<
Die Antwort lautet 180.<
Die Antwort lautet 8.<
Die Antwort lautet 2340.<
Die Antwort lautet 57.<
"Die Antwort lautet

280.<"
Die Antwort lautet 9600.<
"Die Antwort lautet

1.<"
Die Antwort lautet 40.<
Die Antwort lautet 205.<
Die Antwort lautet 12.<
Die Antwort lautet 32.<
"Die Antwort lautet

42000.<"
Die Antwort lautet 140.<
Die Antwort lautet 158.<
"Die Antwort lautet

29.<"
"Die Antwort lautet 

30.<"
Die Antwort lautet 8.<
Die Antwort lautet 3.<
"Die Antwort lautet

1.<"
Die Antwort lautet 16.<
"Die Antwort lautet 

200.<"
Die Antwort lautet 30.<
Die Antwort lautet 6.<
Die Antwort lautet 137.<
Die Antwort lautet 4000.<
Die Antwort lautet 14.<
Die Antwort lautet 16.<
Die Antwort lautet 16.<
Die Antwort lautet 720.<
"Die Antwort lautet

100.<"
"Die Antwort lautet

1.<"
Die Antwort lautet 400.<
Die Antwort lautet 20.<
Die Antwort lautet 8.<
Die Antwort lautet 40.<
Die Antwort lautet 36.<
Die Antwort lautet 40.<
Die Antwort lautet 5.<
Die Antwort lautet 160.<
"Die Antwort lautet

30.<"
Die Antwort lautet 26.<
Die Antwort lautet 60.<
Die Antwort lautet 3.<
Die Antwort lautet 70.<
Die Antwort lautet 480.<
"Die Antwort lautet

500.<"
"Die Antwort lautet

30.<"
Die Antwort lautet 1080.<
"Die Antwort lautet

5.<"
Die Antwort lautet 70.<
Die Antwort lautet 30.<
Die Antwort lautet 65.<
Die Antwort lautet 2021.<
Die Antwort lautet 12.<
Die Antwort lautet 30.<
Die Antwort lautet 30.<
Die Antwort lautet 780.<
Die Antwort lautet 84.<
Die Antwort lautet 180.<
Die Antwort lautet 4.<
Die Antwort lautet 68.<
Die Antwort lautet 180.<
Die Antwort lautet 36.<
Die Antwort lautet 56.<
Die Antwort lautet 250.<
Die Antwort lautet 90.<
Die Antwort lautet 3.<
"Die Antwort lautet

25.<"
Die Antwort lautet 70.<
Die Antwort lautet 300.<
"Die Antwort lautet

150000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
Die Antwort lautet 24.<
Die Antwort lautet 1100.<
Die Antwort lautet 10.<
Die Antwort lautet 20.<
Die Antwort lautet 90.<
Die Antwort lautet 15.<
"Die Antwort lautet

300.<"
Die Antwort lautet 34.<
Die Antwort lautet 300.<
"Die Antwort lautet

12.<"
"Die Antwort lautet

1.<"
Die Antwort lautet 2800.<
"Die Antwort lautet

36000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"Die Antwort lautet

1.<"
Die Antwort lautet 46.<
Die Antwort lautet 4000000.<
"Die Antwort lautet

750.<"
Die Antwort lautet 45.<
Die Antwort lautet 36.<
"Die Antwort lautet

1.<"
"Die Antwort lautet

1.<"
"Die Antwort lautet

1.<"
Die Antwort lautet 5.<
Die Antwort lautet 24.<
Die Antwort lautet 48.<
Die Antwort lautet 780.<
"Die Antwort lautet

2000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"Die Antwort lautet

1500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
Die Antwort lautet 73.<
Die Antwort lautet 7.<
Die Antwort lautet 23.<
Die Antwort lautet 27.<
Die Antwort lautet 14.<
Die Antwort lautet 170.<
Die Antwort lautet 1275.<
Die Antwort lautet 800.<
"Die Antwort lautet

1500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
Die Antwort lautet 14.<
Die Antwort lautet 16.<
Die Antwort lautet 90.<
Die Antwort lautet 107.<
Die Antwort lautet 240.<
Die Antwort lautet 120.<
Die Antwort lautet 1800.<
"Die Antwort lautet

4800000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
Die Antwort lautet 180.<
Die Antwort lautet 140.<
Die Antwort lautet 5000.<
Die Antwort lautet 120.<
Die Antwort lautet 430.<
"Die Antwort lautet

1.<"
Die Antwort lautet 400.<
Die Antwort lautet 42.<
Die Antwort lautet 18000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
Die Antwort lautet 5000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
Die Antwort lautet 15.<
"Die Antwort lautet

55.<"
"Die Antwort lautet 

1.<"
Die Antwort lautet 1600.<
Die Antwort lautet 17.<
Die Antwort lautet 30.<
Die Antwort lautet 140.<
Die Antwort lautet 460000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
Die Antwort lautet 6.<
Die Antwort lautet 16.<
"Die Antwort lautet

1.<"
"Die Antwort lautet

200.<"
"Die Antwort lautet

23786.<"
Die Antwort lautet 140.<
"Die Antwort lautet

6000.<"
Die Antwort lautet 145.<
"Die Antwort lautet

463000.<"
Die Antwort lautet 200.<
Die Antwort lautet 40.<
Die Antwort lautet 45.<
Die Antwort lautet 104.<
"Die Antwort lautet

1750.<"
Die Antwort lautet 16320.<
Die Antwort lautet 36.<
Die Antwort lautet 5400.<
Die Antwort lautet 6.<
Die Antwort lautet 10.<
Die Antwort lautet 20.<
Die Antwort lautet 500.<
"Die Antwort lautet

16000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
Die Antwort lautet 15.<
Die Antwort lautet 3780.<
Die Antwort lautet 11.<
"Die Antwort lautet

1.<"
Die Antwort lautet 49.<
"Die Antwort lautet

1.<"
Die Antwort lautet 30.<
"Die Antwort lautet

150.<"
Die Antwort lautet 13000.<
"Die Antwort lautet

30.<"
"Die Antwort lautet

24.<"
"Die Antwort lautet 

1.<"
Die Antwort lautet 4.<
Die Antwort lautet 120.<
Die Antwort lautet 20.<
Die Antwort lautet 486.<
"Die Antwort lautet

20.<"
Die Antwort lautet 200.<
Die Antwort lautet 12.<
Die Antwort lautet 2.<
Die Antwort lautet 5.<
Die Antwort lautet 30.<
Die Antwort lautet 60.<
Die Antwort lautet 56.<
Die Antwort lautet 240.<
Die Antwort lautet 28.<
"Die Antwort lautet

5.<"
"Die Antwort lautet 

1.<"
Die Antwort lautet 2750.<
"Die Antwort lautet

1.<"
Die Antwort lautet 16.<
Die Antwort lautet 978.<
Die Antwort lautet 10.<
"Die Antwort lautet

1.<"
"Die Antwort lautet

13000.<"
