response
答案是 8.<
答案是 4。<
答案是 260000。<
答案是 5400000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
答案是 30。<
答案是 84.<
答案是 160。<
答案是 60.<
答案是 1000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
答案是 630。<
答案是 150。<
答案是 1940.<
答案是 42.<
答案是 15。<
答案是 55.<
答案是 763.<
答案是 230。<
答案是 46000。<
答案是 160。<
答案是 3.<
答案是 16.<
答案是 8000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
答案是 10。<
答案是 8。<
答案是 28.<
答案是 6。<
答案是 278.<
答案是 360。<
答案是 35.<
答案是 27.<
答案是 84。<
答案是 104。<
答案是 3.<
答案是 70。<
答案是 18。<
答案是 18。<
答案是 37.<
答案是 4。<
答案是 5.<
答案是 12.<
答案是 24。<
答案是 2000.<
答案是 30。<
答案是 600.<
答案是 40.<
答案是 36.<
答案是 164。<
答案是 1600。<
答案是 8.<
答案是 90。<
答案是 3072。<
答案是 2.<
答案是 9。<
答案是 8000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
答案是 30。<
答案是 15。<
答案是 6.<
答案是 296.<
答案是 51.<
答案是 143.<
答案是 18.<
答案是 2340.<
答案是 275000。<
答案是 126.<
答案是 3600.<
答案是 8000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
答案是 200。<
答案是 400。<
答案是 24。<
答案是 2000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
答案是 3450。<
答案是 40。<
答案是 319.<
答案是 98.<
答案是 50.<
答案是 64。<
答案是 4。<
答案是 200。<
答案是 6.<
答案是 70.<
答案是 30。<
答案是 47。<
答案是 497。<
答案是 600。<
答案是 15。<
答案是 176。<
答案是 12。<
答案是 7800。<
答案是 88000.<
答案是 30。<
答案是 300.<
答案是 18。<
答案是 7。<
答案是 35.<
答案是 180。<
答案是 48。<
答案是 1.<
答案是 48。<
答案是 40。<
答案是 18。<
答案是 95。<
答案是 9.<
答案是 6.<
答案是 140。<
答案是 625。<
答案是 20。<
答案是 900.<
答案是 4.<
答案是 35。<
答案是 30.<
答案是 18.<
答案是 32.<
答案是 12。<
答案是 100。<
答案是 300。<
答案是 7000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
答案是 40。<
答案是 1800。<
答案是 4。<
答案是 1280000。<
答案是 120。<
答案是 24。<
答案是 34.<
答案是 45.<
答案是 90。<
答案是 8。<
答案是 40。<
答案是 70。<
答案是 365.<
答案是 8000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
答案是 40。<
答案是 480。<
答案是 30。<
答案是 37.<
答案是 3600。<
答案是 45。<
答案是 9。<
答案是 34.<
答案是 25。<
答案是 56。<
答案是 35.<
答案是 1400。<
答案是 560。<
答案是 18.<
答案是 40.<
答案是 4000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
答案是 725。<
答案是 45。<
答案是 19.<
答案是 48。<
答案是 15.<
答案是 1.<
答案是 3.<
答案是 27。<
答案是 720。<
答案是 7800000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
答案是 3600。<
答案是 6000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
答案是 36.<
答案是 3。<
答案是 14.<
答案是 9。<
答案是 145.<
答案是 28.<
答案是 285.<
答案是 683.<
答案是 5。<
答案是 14。<
答案是 18。<
答案是 140.<
答案是 175。<
答案是 542。<
答案是 20。<
答案是 1648000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
答案是 30.<
答案是 6000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
答案是 120。<
答案是 5000。<
答案是 76。<
答案是 90。<
答案是 20。<
答案是 200。<
答案是 34。<
答案是 2.<
答案是 100.<
答案是 40.<
答案是 4。<
答案是 106.<
答案是 16.<
答案是 16.<
答案是 180。<
答案是 7000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
答案是 48。<
答案是 36。<
答案是 10。<
答案是 9.<
答案是 0.<
答案是 5398。<
答案是 160。<
答案是 25000。<
答案是 1700000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
答案是 368000。<
答案是 1000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
答案是 14。<
答案是 54。<
答案是 95。<
答案是 1750。<
答案是 3600。<
答案是 72。<
答案是 4800.<
答案是 8。<
答案是 7。<
答案是 0.<
答案是 300。<
答案是 1600000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
答案是 45.<
答案是 1485.<
答案是 15。<
答案是 30.<
答案是 194。<
答案是 95.<
答案是 360000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
答案是 130.<
答案是 30000。<
答案是 276.<
答案是 8。<
答案是 26.<
答案是 4.<
答案是 1.<
答案是 50。<
答案是 384000。<
答案是 48。<
答案是 100。<
答案是 12。<
